"Tick","numOfCustShowUps","numOfCharges","numOfDeadBatteries","numOfCustDel","numOfCustPickUps"
"923000","43","0","0","0","1"
"924000","43","0","0","0","1"
"925000","43","0","0","0","1"
"926000","43","0","0","0","1"
"927000","43","0","0","0","1"
"928000","43","0","0","0","1"
"929000","43","0","0","0","1"
"930000","43","0","0","0","1"
"931000","43","0","0","0","1"
"932000","43","0","0","0","1"
"933000","43","0","0","0","1"
"934000","43","0","0","0","1"
"935000","43","0","0","0","1"
"936000","43","0","0","0","1"
"937000","43","0","0","0","1"
"938000","43","0","0","0","1"
"939000","43","0","0","0","1"
"940000","43","0","0","0","1"
"941000","43","0","0","0","1"
"942000","43","0","0","0","1"
"943000","43","0","0","0","1"
"944000","43","0","0","0","1"
"945000","43","0","0","0","1"
"946000","43","0","0","0","1"
"947000","43","0","0","0","1"
"948000","43","0","0","0","1"
"949000","43","0","0","0","1"
"950000","43","0","0","0","1"
"951000","43","0","0","0","1"
"952000","43","0","0","0","1"
"953000","43","0","0","0","1"
"954000","43","0","0","0","1"
"955000","43","0","0","0","1"
"956000","43","0","0","0","1"
"957000","43","0","0","0","1"
"958000","43","0","0","0","1"
"959000","43","0","0","0","1"
"960000","43","0","0","0","1"
"961000","43","0","0","0","1"
"962000","43","0","0","0","1"
"963000","43","0","0","0","1"
"964000","43","0","0","0","1"
"965000","43","0","0","0","1"
"966000","43","0","0","0","1"
"967000","43","0","0","0","1"
"968000","43","0","0","0","1"
"969000","43","0","0","0","1"
"970000","43","0","0","0","1"
"971000","43","0","0","0","1"
"972000","43","0","0","0","1"
"973000","43","0","0","0","1"
"974000","43","0","0","0","1"
"975000","43","0","0","0","1"
"976000","43","0","0","0","1"
"977000","43","0","0","0","1"
"978000","43","0","0","0","1"
"979000","43","0","0","0","1"
"980000","43","0","0","0","1"
"981000","43","0","0","0","1"
"982000","43","0","0","0","1"
"983000","43","0","0","0","1"
"984000","43","0","0","0","1"
"985000","43","0","0","0","1"
"986000","43","0","0","0","1"
"987000","43","0","0","0","1"
"988000","43","0","0","0","1"
"989000","43","0","0","0","1"
"990000","43","0","0","0","1"
"991000","43","0","0","0","1"
"992000","43","0","0","0","1"
"993000","43","0","0","0","1"
"994000","43","0","0","0","1"
"995000","43","0","0","0","1"
"996000","43","0","0","0","1"
"997000","43","0","0","0","1"
"998000","43","0","0","0","1"
"999000","43","0","0","0","1"
"1000000","44","0","0","0","1"
"1001000","44","0","0","0","1"
"1002000","44","0","0","0","1"
"1003000","44","0","0","0","1"
"1004000","44","0","0","0","1"
"1005000","44","0","0","0","1"
"1006000","44","0","0","0","1"
"1007000","44","0","0","0","1"
"1008000","44","0","0","0","1"
"1009000","44","0","0","0","1"
"1010000","44","0","0","0","1"
"1011000","44","0","0","0","1"
"1012000","44","0","0","0","1"
"1013000","44","0","0","0","1"
"1014000","44","0","0","0","1"
"1015000","44","0","0","0","1"
"1016000","44","0","0","0","1"
"1017000","44","0","0","0","1"
"1018000","44","0","0","0","1"
"1019000","44","0","0","0","1"
"1020000","44","0","0","0","1"
"1021000","44","0","0","0","1"
"1022000","44","0","0","0","1"
"1023000","44","0","0","0","1"
"1024000","44","0","0","0","1"
"1025000","44","0","0","0","1"
"1026000","44","0","0","0","1"
"1027000","44","0","0","0","1"
"1028000","44","0","0","0","1"
"1029000","44","0","0","0","1"
"1030000","44","0","0","0","1"
"1031000","44","0","0","0","1"
"1032000","44","0","0","0","1"
"1033000","44","0","0","0","1"
"1034000","44","0","0","0","1"
"1035000","44","0","0","0","1"
"1036000","44","0","0","0","1"
"1037000","44","0","0","0","1"
"1038000","44","0","0","0","1"
"1039000","44","0","0","0","1"
"1040000","44","0","0","0","1"
"1041000","44","0","0","0","1"
"1042000","44","0","0","0","1"
"1043000","44","0","0","0","1"
"1044000","44","0","0","0","1"
"1045000","44","0","0","0","1"
"1046000","44","0","0","0","1"
"1047000","44","0","0","0","1"
"1048000","44","0","0","0","1"
"1049000","44","0","0","0","1"
"1050000","44","0","0","0","1"
"1051000","44","0","0","0","1"
"1052000","44","0","0","0","1"
"1053000","44","0","0","0","1"
"1054000","44","0","0","0","1"
"1055000","44","0","0","0","1"
"1056000","44","0","0","0","1"
"1057000","44","0","0","0","1"
"1058000","44","0","0","0","1"
"1059000","44","0","0","0","1"
"1060000","44","0","0","0","1"
"1061000","44","0","0","0","1"
"1062000","44","0","0","0","1"
"1063000","44","0","0","0","1"
"1064000","44","0","0","0","1"
"1065000","44","0","0","0","1"
"1066000","44","0","0","0","1"
"1067000","45","0","0","0","1"
"1068000","45","0","0","0","1"
"1069000","45","0","0","0","1"
"1070000","45","0","0","0","1"
"1071000","45","0","0","0","1"
"1072000","45","0","0","0","1"
"1073000","45","0","0","0","1"
"1074000","45","0","0","0","1"
"1075000","45","0","0","0","1"
"1076000","45","0","0","0","1"
"1077000","45","0","0","0","1"
"1078000","45","0","0","0","1"
"1079000","45","0","0","0","1"
"1080000","45","0","0","0","1"
"1081000","45","0","0","0","1"
"1082000","45","0","0","0","1"
"1083000","45","0","0","0","1"
"1084000","45","0","0","0","1"
"1085000","45","0","0","0","1"
"1086000","45","0","0","0","1"
"1087000","45","0","0","0","1"
"1088000","45","0","0","0","1"
"1089000","45","0","0","0","1"
"1090000","45","0","0","0","1"
"1091000","45","0","0","0","1"
"1092000","45","0","0","0","1"
"1093000","45","0","0","0","1"
"1094000","45","0","0","0","1"
"1095000","45","0","0","0","1"
"1096000","45","0","0","0","1"
"1097000","45","0","0","0","1"
"1098000","45","0","0","0","1"
"1099000","45","0","0","0","1"
"1100000","45","0","0","0","1"
"1101000","45","0","0","0","1"
"1102000","45","0","0","0","1"
"1103000","45","0","0","0","1"
"1104000","45","0","0","0","1"
"1105000","45","0","0","0","1"
"1106000","45","0","0","0","1"
"1107000","45","0","0","0","1"
"1108000","45","0","0","0","1"
"1109000","45","0","0","0","1"
"1110000","45","0","0","0","1"
"1111000","45","0","0","0","1"
"1112000","45","0","0","0","1"
"1113000","45","0","0","0","1"
"1114000","45","0","0","0","1"
"1115000","45","0","0","0","1"
"1116000","45","0","0","0","1"
"1117000","45","0","0","0","1"
"1118000","45","0","0","0","1"
"1119000","45","0","0","0","1"
"1120000","45","0","0","0","1"
"1121000","45","0","0","0","1"
"1122000","45","0","0","0","1"
"1123000","45","0","0","0","1"
"1124000","45","0","0","0","1"
"1125000","45","0","0","0","1"
"1126000","45","0","0","0","1"
"1127000","45","0","0","0","1"
"1128000","45","0","0","0","1"
"1129000","45","0","0","0","1"
"1130000","45","0","0","0","1"
"1131000","45","0","0","0","1"
"1132000","45","0","0","0","1"
"1133000","45","0","0","0","1"
"1134000","45","0","0","0","1"
"1135000","45","0","0","0","1"
"1136000","45","0","0","0","1"
"1137000","45","0","0","0","1"
"1138000","45","0","0","0","1"
"1139000","45","0","0","0","1"
"1140000","45","0","0","0","1"
"1141000","45","0","0","0","1"
"1142000","45","0","0","0","1"
"1143000","45","0","0","0","1"
"1144000","45","0","0","0","1"
"1145000","45","0","0","0","1"
"1146000","45","0","0","0","1"
"1147000","45","0","0","0","1"
"1148000","45","0","0","0","1"
"1149000","45","0","0","0","1"
"1150000","45","0","0","0","1"
"1151000","45","0","0","0","1"
"1152000","45","0","0","0","1"
"1153000","45","0","0","0","1"
"1154000","45","0","0","0","1"
"1155000","45","0","0","0","1"
"1156000","45","0","0","0","1"
"1157000","45","0","0","0","1"
"1158000","45","0","0","0","1"
"1159000","45","0","0","0","1"
"1160000","45","0","0","0","1"
"1161000","45","0","0","0","1"
"1162000","45","0","0","0","1"
"1163000","45","0","0","0","1"
"1164000","45","0","0","0","1"
"1165000","45","0","0","0","1"
"1166000","45","0","0","0","1"
"1167000","45","0","0","0","1"
"1168000","45","0","0","0","1"
"1169000","45","0","0","0","1"
"1170000","45","0","0","0","1"
"1171000","45","0","0","0","1"
"1172000","45","0","0","0","1"
"1173000","45","0","0","0","1"
"1174000","45","0","0","0","1"
"1175000","45","0","0","0","1"
"1176000","45","0","0","0","1"
"1177000","45","0","0","0","1"
"1178000","45","0","0","0","1"
"1179000","45","0","0","0","1"
"1180000","45","0","0","0","1"
"1181000","45","0","0","0","1"
"1182000","45","0","0","0","1"
"1183000","45","0","0","0","1"
"1184000","45","0","0","0","1"
"1185000","45","0","0","0","1"
"1186000","45","0","0","0","1"
"1187000","45","0","0","0","1"
"1188000","45","0","0","0","1"
"1189000","45","0","0","0","1"
"1190000","45","0","0","0","1"
"1191000","45","0","0","0","1"
"1192000","45","0","0","0","1"
"1193000","45","0","0","0","1"
"1194000","45","0","0","0","1"
"1195000","45","0","0","0","1"
"1196000","45","0","0","0","1"
"1197000","45","0","0","0","1"
"1198000","45","0","0","0","1"
"1199000","45","0","0","0","1"
"1200000","45","0","0","0","1"
"1201000","45","0","0","0","1"
"1202000","45","0","0","0","1"
"1203000","45","0","0","0","1"
"1204000","45","0","0","0","1"
"1205000","45","0","0","0","1"
"1206000","45","0","0","0","1"
"1207000","45","0","0","0","1"
"1208000","45","0","0","0","1"
"1209000","45","0","0","0","1"
"1210000","45","0","0","0","1"
"1211000","45","0","0","0","1"
"1212000","45","0","0","0","1"
"1213000","45","0","0","0","1"
"1214000","45","0","0","0","1"
"1215000","45","0","0","0","1"
"1216000","45","0","0","0","1"
"1217000","45","0","0","0","1"
"1218000","45","0","0","0","1"
"1219000","45","0","0","0","1"
"1220000","45","0","0","0","1"
"1221000","45","0","0","0","1"
"1222000","45","0","0","0","1"
"1223000","45","0","0","0","1"
"1224000","45","0","0","0","1"
"1225000","45","0","0","0","1"
"1226000","45","0","0","0","1"
"1227000","45","0","0","0","1"
"1228000","45","0","0","0","1"
"1229000","45","0","0","0","1"
"1230000","45","0","0","0","1"
"1231000","45","0","0","0","1"
"1232000","45","0","0","0","1"
"1233000","45","0","0","0","1"
"1234000","45","0","0","0","1"
"1235000","45","0","0","0","1"
"1236000","45","0","0","0","1"
"1237000","45","0","0","0","1"
"1238000","45","0","0","0","1"
"1239000","45","0","0","0","1"
"1240000","45","0","0","0","1"
"1241000","45","0","0","0","1"
"1242000","45","0","0","0","1"
"1243000","45","0","0","0","1"
"1244000","45","0","0","0","1"
"1245000","45","0","0","0","1"
"1246000","45","0","0","0","1"
"1247000","45","0","0","0","1"
"1248000","45","0","0","0","1"
"1249000","45","0","0","0","1"
"1250000","45","0","0","0","1"
"1251000","45","0","0","0","1"
"1252000","45","0","0","0","1"
"1253000","45","0","0","0","1"
"1254000","45","0","0","0","1"
"1255000","45","0","0","0","1"
"1256000","45","0","0","0","1"
"1257000","45","0","0","0","1"
"1258000","45","0","0","0","1"
"1259000","45","0","0","0","1"
"1260000","45","0","0","0","1"
"1261000","45","0","0","0","1"
"1262000","45","0","0","0","1"
"1263000","45","0","0","0","1"
"1264000","45","0","0","0","1"
"1265000","45","0","0","0","1"
"1266000","45","0","0","0","1"
"1267000","45","0","0","0","1"
"1268000","45","0","0","0","1"
"1269000","45","0","0","0","1"
"1270000","45","0","0","0","1"
"1271000","45","0","0","0","1"
"1272000","45","0","0","0","1"
"1273000","45","0","0","0","1"
"1274000","45","0","0","0","1"
"1275000","45","0","0","0","1"
"1276000","45","0","0","0","1"
"1277000","45","0","0","0","1"
"1278000","45","0","0","0","1"
"1279000","45","0","0","0","1"
"1280000","45","0","0","0","1"
"1281000","45","0","0","0","1"
"1282000","45","0","0","0","1"
"1283000","45","0","0","0","1"
"1284000","45","0","0","0","1"
"1285000","45","0","0","0","1"
"1286000","45","0","0","0","1"
"1287000","45","0","0","0","1"
"1288000","45","0","0","0","1"
"1289000","45","0","0","0","1"
"1290000","45","0","0","0","1"
"1291000","45","0","0","0","1"
"1292000","45","0","0","0","1"
"1293000","45","0","0","0","1"
"1294000","45","0","0","0","1"
"1295000","45","0","0","0","1"
"1296000","45","0","0","0","1"
"1297000","45","0","0","0","1"
"1298000","45","0","0","0","1"
"1299000","45","0","0","0","1"
"1300000","45","0","0","0","1"
"1301000","45","0","0","0","1"
"1302000","45","0","0","0","1"
"1303000","45","0","0","0","1"
"1304000","45","0","0","0","1"
"1305000","45","0","0","0","1"
"1306000","45","0","0","0","1"
"1307000","45","0","0","0","1"
"1308000","45","0","0","0","1"
"1309000","45","0","0","0","1"
"1310000","45","0","0","0","1"
"1311000","45","0","0","0","1"
"1312000","45","0","0","0","1"
"1313000","45","0","0","0","1"
"1314000","45","0","0","0","1"
"1315000","45","0","0","0","1"
"1316000","45","0","0","0","1"
"1317000","45","0","0","0","1"
"1318000","45","0","0","0","1"
"1319000","45","0","0","0","1"
"1320000","45","0","0","0","1"
"1321000","45","0","0","0","1"
"1322000","45","0","0","0","1"
"1323000","45","0","0","0","1"
"1324000","45","0","0","0","1"
"1325000","45","0","0","0","1"
"1326000","45","0","0","0","1"
"1327000","45","0","0","0","1"
"1328000","45","0","0","0","1"
"1329000","45","0","0","0","1"
"1330000","45","0","0","0","1"
"1331000","45","0","0","0","1"
"1332000","45","0","0","0","1"
"1333000","45","0","0","0","1"
"1334000","45","0","0","0","1"
"1335000","45","0","0","0","1"
"1336000","45","0","0","0","1"
"1337000","46","0","0","0","1"
"1338000","46","0","0","0","1"
"1339000","47","0","0","0","1"
"1340000","47","0","0","0","1"
"1341000","47","0","0","0","1"
"1342000","47","0","0","0","1"
"1343000","47","0","0","0","1"
"1344000","47","0","0","0","1"
"1345000","47","0","0","0","1"
"1346000","47","0","0","0","1"
"1347000","47","0","0","0","1"
"1348000","47","0","0","0","1"
"1349000","47","0","0","0","1"
"1350000","47","0","0","0","1"
"1351000","47","0","0","0","1"
"1352000","47","0","0","0","1"
"1353000","47","0","0","0","1"
"1354000","47","0","0","0","1"
"1355000","47","0","0","0","1"
"1356000","47","0","0","0","1"
"1357000","47","0","0","0","1"
"1358000","47","0","0","0","1"
"1359000","47","0","0","0","1"
"1360000","47","0","0","0","1"
"1361000","47","0","0","0","1"
"1362000","47","0","0","0","1"
"1363000","47","0","0","0","1"
"1364000","47","0","0","0","1"
"1365000","47","0","0","0","1"
"1366000","47","0","0","0","1"
"1367000","47","0","0","0","1"
"1368000","47","0","0","0","1"
"1369000","47","0","0","0","1"
"1370000","47","0","0","0","1"
"1371000","47","0","0","0","1"
"1372000","47","0","0","0","1"
"1373000","47","0","0","0","1"
"1374000","47","0","0","0","1"
"1375000","47","0","0","0","1"
"1376000","47","0","0","0","1"
"1377000","47","0","0","0","1"
"1378000","47","0","0","0","1"
"1379000","47","0","0","0","1"
"1380000","47","0","0","0","1"
"1381000","47","0","0","0","1"
"1382000","47","0","0","0","1"
"1383000","47","0","0","0","1"
"1384000","47","0","0","0","1"
"1385000","47","0","0","0","1"
"1386000","47","0","0","0","1"
"1387000","47","0","0","0","1"
"1388000","47","0","0","0","1"
"1389000","47","0","0","0","1"
"1390000","47","0","0","0","1"
"1391000","47","0","0","0","1"
"1392000","47","0","0","0","1"
"1393000","47","0","0","0","1"
"1394000","47","0","0","0","1"
"1395000","47","0","0","0","1"
"1396000","47","0","0","0","1"
"1397000","47","0","0","0","1"
"1398000","47","0","0","0","1"
"1399000","47","0","0","0","1"
"1400000","47","0","0","0","1"
"1401000","47","0","0","0","1"
"1402000","47","0","0","0","1"
"1403000","47","0","0","0","1"
"1404000","47","0","0","0","1"
"1405000","47","0","0","0","1"
"1406000","47","0","0","0","1"
"1407000","47","0","0","0","1"
"1408000","47","0","0","0","1"
"1409000","47","0","0","0","1"
"1410000","47","0","0","0","1"
"1411000","47","0","0","0","1"
"1412000","47","0","0","0","1"
"1413000","47","0","0","0","1"
"1414000","47","0","0","0","1"
"1415000","47","0","0","0","1"
"1416000","47","0","0","0","1"
"1417000","47","0","0","0","1"
"1418000","47","0","0","0","1"
"1419000","47","0","0","0","1"
"1420000","47","0","0","0","1"
"1421000","47","0","0","0","1"
"1422000","47","0","0","0","1"
"1423000","47","0","0","0","1"
"1424000","47","0","0","0","1"
"1425000","47","0","0","0","1"
"1426000","47","0","0","0","1"
"1427000","47","0","0","0","1"
"1428000","47","0","0","0","1"
"1429000","47","0","0","0","1"
"1430000","47","0","0","0","1"
"1431000","47","0","0","0","1"
"1432000","47","0","0","0","1"
"1433000","47","0","0","0","1"
"1434000","47","0","0","0","1"
"1435000","47","0","0","0","1"
"1436000","47","0","0","0","1"
"1437000","47","0","0","0","1"
"1438000","47","0","0","0","1"
"1439000","47","0","0","0","1"
"1440000","47","0","0","0","1"
"1441000","47","0","0","0","1"
"1442000","47","0","0","0","1"
"1443000","47","0","0","0","1"
"1444000","47","0","0","0","1"
"1445000","47","0","0","0","1"
"1446000","47","0","0","0","1"
"1447000","47","0","0","0","1"
"1448000","47","0","0","0","1"
"1449000","47","0","0","0","1"
"1450000","47","0","0","0","1"
"1451000","47","0","0","0","1"
"1452000","47","0","0","0","1"
"1453000","47","0","0","0","1"
"1454000","47","0","0","0","1"
"1455000","47","0","0","0","1"
"1456000","48","0","0","0","1"
"1457000","48","0","0","0","1"
"1458000","48","0","0","0","1"
"1459000","48","0","0","0","1"
"1460000","48","0","0","0","1"
"1461000","48","0","0","0","1"
"1462000","48","0","0","0","1"
"1463000","48","0","0","0","1"
"1464000","48","0","0","0","1"
"1465000","48","0","0","0","1"
"1466000","48","0","0","0","1"
"1467000","48","0","0","0","1"
"1468000","48","0","0","0","1"
"1469000","48","0","0","0","1"
"1470000","48","0","0","0","1"
"1471000","48","0","0","0","1"
"1472000","48","0","0","0","1"
"1473000","48","0","0","0","1"
"1474000","48","0","0","0","1"
"1475000","48","0","0","0","1"
"1476000","48","0","0","0","1"
"1477000","48","0","0","0","1"
"1478000","48","0","0","0","1"
"1479000","48","0","0","0","1"
"1480000","48","0","0","0","1"
"1481000","48","0","0","0","1"
"1482000","48","0","0","0","1"
"1483000","48","0","0","0","1"
"1484000","48","0","0","0","1"
"1485000","48","0","0","0","1"
"1486000","48","0","0","0","1"
"1487000","48","0","0","0","1"
"1488000","48","0","0","0","1"
"1489000","48","0","0","0","1"
"1490000","48","0","0","0","1"
"1491000","48","0","0","0","1"
"1492000","48","0","0","0","1"
"1493000","48","0","0","0","1"
"1494000","48","0","0","0","1"
"1495000","48","0","0","0","1"
"1496000","48","0","0","0","1"
"1497000","48","0","0","0","1"
"1498000","48","0","0","0","1"
"1499000","48","0","0","0","1"
"1500000","48","0","0","0","1"
"1501000","48","0","0","0","1"
"1502000","48","0","0","0","1"
"1503000","48","0","0","0","1"
"1504000","48","0","0","0","1"
"1505000","48","0","0","0","1"
"1506000","48","0","0","0","1"
"1507000","48","0","0","0","1"
"1508000","48","0","0","0","1"
"1509000","48","0","0","0","1"
"1510000","48","0","0","0","1"
"1511000","48","0","0","0","1"
"1512000","48","0","0","0","1"
"1513000","48","0","0","0","1"
"1514000","48","0","0","0","1"
"1515000","48","0","0","0","1"
"1516000","48","0","0","0","1"
"1517000","48","0","0","0","1"
"1518000","48","0","0","0","1"
"1519000","48","0","0","0","1"
"1520000","48","0","0","0","1"
"1521000","48","0","0","0","1"
"1522000","48","0","0","0","1"
"1523000","48","0","0","0","1"
"1524000","48","0","0","0","1"
"1525000","48","0","0","0","1"
"1526000","48","0","0","0","1"
"1527000","48","0","0","0","1"
"1528000","48","0","0","0","1"
"1529000","48","0","0","0","1"
"1530000","48","0","0","0","1"
"1531000","48","0","0","0","1"
"1532000","48","0","0","0","1"
"1533000","48","0","0","0","1"
"1534000","48","0","0","0","1"
"1535000","48","0","0","0","1"
"1536000","48","0","0","0","1"
"1537000","48","0","0","0","1"
"1538000","48","0","0","0","1"
"1539000","48","0","0","0","1"
"1540000","48","0","0","0","1"
"1541000","48","0","0","0","1"
"1542000","48","0","0","0","1"
"1543000","48","0","0","0","1"
"1544000","48","0","0","0","1"
"1545000","48","0","0","0","1"
"1546000","48","0","0","0","1"
"1547000","48","0","0","0","1"
"1548000","48","0","0","0","1"
"1549000","48","0","0","0","1"
"1550000","48","0","0","0","1"
"1551000","48","0","0","0","1"
"1552000","48","0","0","0","1"
"1553000","48","0","0","0","1"
"1554000","48","0","0","0","1"
"1555000","48","0","0","0","1"
"1556000","48","0","0","0","1"
"1557000","48","0","0","0","1"
"1558000","48","0","0","0","1"
"1559000","48","0","0","0","1"
"1560000","48","0","0","0","1"
"1561000","48","0","0","0","1"
"1562000","48","0","0","0","1"
"1563000","48","0","0","0","1"
"1564000","48","0","0","0","1"
"1565000","48","0","0","0","1"
"1566000","48","0","0","0","1"
"1567000","48","0","0","0","1"
"1568000","48","0","0","0","1"
"1569000","48","0","0","0","1"
"1570000","48","0","0","0","1"
"1571000","48","0","0","0","1"
"1572000","48","0","0","0","1"
"1573000","48","0","0","0","1"
"1574000","48","0","0","0","1"
"1575000","48","0","0","0","1"
"1576000","48","0","0","0","1"
"1577000","48","0","0","0","1"
"1578000","48","0","0","0","1"
"1579000","48","0","0","0","1"
"1580000","48","0","0","0","1"
"1581000","48","0","0","0","1"
"1582000","49","0","0","0","1"
"1583000","49","0","0","0","1"
"1584000","49","0","0","0","1"
"1585000","49","0","0","0","1"
"1586000","49","0","0","0","1"
"1587000","49","0","0","0","1"
"1588000","49","0","0","0","1"
"1589000","49","0","0","0","1"
"1590000","49","0","0","0","1"
"1591000","49","0","0","0","1"
"1592000","49","0","0","0","1"
"1593000","49","0","0","0","1"
"1594000","49","0","0","0","1"
"1595000","49","0","0","0","1"
"1596000","49","0","0","0","1"
"1597000","49","0","0","0","1"
"1598000","49","0","0","0","1"
"1599000","49","0","0","0","1"
"1600000","49","0","0","0","1"
"1601000","49","0","0","0","1"
"1602000","49","0","0","0","1"
"1603000","49","0","0","0","1"
"1604000","49","0","0","0","1"
"1605000","49","0","0","0","1"
"1606000","49","0","0","0","1"
"1607000","49","0","0","0","1"
"1608000","49","0","0","0","1"
"1609000","49","0","0","0","1"
"1610000","49","0","0","0","1"
"1611000","49","0","0","0","1"
"1612000","49","0","0","0","1"
"1613000","49","0","0","0","1"
"1614000","49","0","0","0","1"
"1615000","49","0","0","0","1"
"1616000","49","0","0","0","1"
"1617000","49","0","0","0","1"
"1618000","49","0","0","0","1"
"1619000","49","0","0","0","1"
"1620000","49","0","0","0","1"
"1621000","49","0","0","0","1"
"1622000","49","0","0","0","1"
"1623000","49","0","0","0","1"
"1624000","49","0","0","0","1"
"1625000","49","0","0","0","1"
"1626000","49","0","0","0","1"
"1627000","49","0","0","0","1"
"1628000","49","0","0","0","1"
"1629000","49","0","0","0","1"
"1630000","49","0","0","0","1"
"1631000","49","0","0","0","1"
"1632000","49","0","0","0","1"
"1633000","49","0","0","0","1"
"1634000","49","0","0","0","1"
"1635000","49","0","0","0","1"
"1636000","49","0","0","0","1"
"1637000","49","0","0","0","1"
"1638000","49","0","0","0","1"
"1639000","49","0","0","0","1"
"1640000","49","0","0","0","1"
"1641000","49","0","0","0","1"
"1642000","49","0","0","0","1"
"1643000","49","0","0","0","1"
"1644000","49","0","0","0","1"
"1645000","49","0","0","0","1"
"1646000","49","0","0","0","1"
"1647000","49","0","0","0","1"
"1648000","49","0","0","0","1"
"1649000","49","0","0","0","1"
"1650000","49","0","0","0","1"
"1651000","49","0","0","0","1"
"1652000","49","0","0","0","1"
"1653000","49","0","0","0","1"
"1654000","49","0","0","0","1"
"1655000","49","0","0","0","1"
"1656000","49","0","0","0","1"
"1657000","49","0","0","0","1"
"1658000","49","0","0","0","1"
"1659000","49","0","0","0","1"
"1660000","49","0","0","0","1"
"1661000","49","0","0","0","1"
"1662000","49","0","0","0","1"
"1663000","49","0","0","0","1"
"1664000","49","0","0","0","1"
"1665000","49","0","0","0","1"
"1666000","49","0","0","0","1"
"1667000","49","0","0","0","1"
"1668000","49","0","0","0","1"
"1669000","49","0","0","0","1"
"1670000","49","0","0","0","1"
"1671000","49","0","0","0","1"
"1672000","49","0","0","0","1"
"1673000","49","0","0","0","1"
"1674000","49","0","0","0","1"
"1675000","49","0","0","0","1"
"1676000","49","0","0","0","1"
"1677000","49","0","0","0","1"
"1678000","49","0","0","0","1"
"1679000","49","0","0","0","1"
"1680000","49","0","0","0","1"
"1681000","49","0","0","0","1"
"1682000","49","0","0","0","1"
"1683000","49","0","0","0","1"
"1684000","49","0","0","0","1"
"1685000","49","0","0","0","1"
"1686000","49","0","0","0","1"
"1687000","49","0","0","0","1"
"1688000","49","0","0","0","1"
"1689000","49","0","0","0","1"
"1690000","49","0","0","0","1"
"1691000","49","0","0","0","1"
"1692000","49","0","0","0","1"
"1693000","49","0","0","0","1"
"1694000","49","0","0","0","1"
"1695000","49","0","0","0","1"
"1696000","49","0","0","0","1"
"1697000","49","0","0","0","1"
"1698000","49","0","0","0","1"
"1699000","49","0","0","0","1"
"1700000","49","0","0","0","1"
"1701000","49","0","0","0","1"
"1702000","49","0","0","0","1"
"1703000","49","0","0","0","1"
"1704000","49","0","0","0","1"
"1705000","49","0","0","0","1"
"1706000","49","0","0","0","1"
"1707000","49","0","0","0","1"
"1708000","49","0","0","0","1"
"1709000","49","0","0","0","1"
"1710000","49","0","0","0","1"
"1711000","49","0","0","0","1"
"1712000","49","0","0","0","1"
"1713000","49","0","0","0","1"
"1714000","49","0","0","0","1"
"1715000","49","0","0","0","1"
"1716000","49","0","0","0","1"
"1717000","49","0","0","0","1"
"1718000","49","0","0","0","1"
"1719000","49","0","0","0","1"
"1720000","49","0","0","0","1"
"1721000","49","0","0","0","1"
"1722000","49","0","0","0","1"
"1723000","49","0","0","0","1"
"1724000","49","0","0","0","1"
"1725000","49","0","0","0","1"
"1726000","49","0","0","0","1"
"1727000","49","0","0","0","1"
"1728000","49","0","0","0","1"
"1729000","49","0","0","0","1"
"1730000","49","0","0","0","1"
"1731000","49","0","0","0","1"
"1732000","49","0","0","0","1"
"1733000","49","0","0","0","1"
"1734000","49","0","0","0","1"
"1735000","49","0","0","0","1"
"1736000","49","0","0","0","1"
"1737000","49","0","0","0","1"
"1738000","49","0","0","0","1"
"1739000","49","0","0","0","1"
"1740000","49","0","0","0","1"
"1741000","49","0","0","0","1"
"1742000","49","0","0","0","1"
"1743000","49","0","0","0","1"
"1744000","49","0","0","0","1"
"1745000","49","0","0","0","1"
"1746000","49","0","0","0","1"
"1747000","49","0","0","0","1"
"1748000","49","0","0","0","1"
"1749000","49","0","0","0","1"
"1750000","49","0","0","0","1"
"1751000","49","0","0","0","1"
"1752000","49","0","0","0","1"
"1753000","49","0","0","0","1"
"1754000","49","0","0","0","1"
"1755000","49","0","0","0","1"
"1756000","49","0","0","0","1"
"1757000","49","0","0","0","1"
"1758000","49","0","0","0","1"
"1759000","49","0","0","0","1"
"1760000","49","0","0","0","1"
"1761000","49","0","0","0","1"
"1762000","49","0","0","0","1"
"1763000","49","0","0","0","1"
"1764000","49","0","0","0","1"
"1765000","49","0","0","0","1"
"1766000","49","0","0","0","1"
"1767000","49","0","0","0","1"
"1768000","49","0","0","0","1"
"1769000","49","0","0","0","1"
"1770000","49","0","0","0","1"
"1771000","49","0","0","0","1"
"1772000","49","0","0","0","1"
"1773000","49","0","0","0","1"
"1774000","49","0","0","0","1"
"1775000","49","0","0","0","1"
"1776000","49","0","0","0","1"
"1777000","49","0","0","0","1"
"1778000","49","0","0","0","1"
"1779000","49","0","0","0","1"
"1780000","49","0","0","0","1"
"1781000","49","0","0","0","1"
"1782000","49","0","0","0","1"
"1783000","49","0","0","0","1"
"1784000","49","0","0","0","1"
"1785000","49","0","0","0","1"
"1786000","49","0","0","0","1"
"1787000","49","0","0","0","1"
"1788000","49","0","0","0","1"
"1789000","49","0","0","0","1"
"1790000","49","0","0","0","1"
"1791000","49","0","0","0","1"
"1792000","49","0","0","0","1"
"1793000","49","0","0","0","1"
"1794000","49","0","0","0","1"
"1795000","49","0","0","0","1"
"1796000","49","0","0","0","1"
"1797000","49","0","0","0","1"
"1798000","49","0","0","0","1"
