"Tick","numOfCustShowUps","numOfCharges","numOfDeadBatteries","numOfCustDel","numOfCustPickUps"
"151000","40","0","0","0","0"
"152000","40","0","0","0","0"
"153000","40","0","0","0","0"
"154000","40","0","0","0","0"
"155000","40","0","0","0","0"
"156000","40","0","0","0","0"
"157000","40","0","0","0","0"
"158000","40","0","0","0","0"
"159000","40","0","0","0","0"
"160000","40","0","0","0","0"
"161000","40","0","0","0","0"
"162000","40","0","0","0","0"
"163000","40","0","0","0","0"
"164000","40","0","0","0","0"
"165000","40","0","0","0","0"
"166000","40","0","0","0","0"
"167000","40","0","0","0","0"
"168000","40","0","0","0","0"
"169000","40","0","0","0","0"
"170000","40","0","0","0","0"
"171000","40","0","0","0","0"
"172000","40","0","0","0","0"
"173000","40","0","0","0","0"
"174000","40","0","0","0","0"
"175000","40","0","0","0","0"
"176000","40","0","0","0","0"
"177000","40","0","0","0","0"
"178000","40","0","0","0","0"
"179000","40","0","0","0","0"
"180000","40","0","0","0","0"
"181000","40","0","0","0","0"
"182000","40","0","0","0","0"
"183000","40","0","0","0","0"
"184000","40","0","0","0","0"
"185000","40","0","0","0","0"
"186000","40","0","0","0","0"
"187000","40","0","0","0","0"
"188000","40","0","0","0","0"
"189000","40","0","0","0","0"
"190000","40","0","0","0","0"
"191000","40","0","0","0","0"
"192000","40","0","0","0","0"
"193000","40","0","0","0","0"
"194000","40","0","0","0","0"
"195000","40","0","0","0","0"
"196000","40","0","0","0","0"
"197000","40","0","0","0","0"
"198000","40","0","0","0","0"
"199000","40","0","0","0","0"
"200000","40","0","0","0","0"
"201000","40","0","0","0","0"
"202000","40","0","0","0","0"
"203000","40","0","0","0","0"
"204000","40","0","0","0","0"
"205000","40","0","0","0","0"
"206000","40","0","0","0","0"
"207000","40","0","0","0","0"
"208000","40","0","0","0","0"
"209000","40","0","0","0","0"
"210000","40","0","0","0","0"
"211000","40","0","0","0","0"
"212000","40","0","0","0","0"
"213000","40","0","0","0","0"
"214000","40","0","0","0","0"
"215000","40","0","0","0","0"
"216000","40","0","0","0","0"
"217000","40","0","0","0","0"
"218000","40","0","0","0","0"
"219000","40","0","0","0","0"
"220000","40","0","0","0","0"
"221000","40","0","0","0","0"
"222000","40","0","0","0","0"
"223000","40","0","0","0","0"
"224000","40","0","0","0","0"
"225000","40","0","0","0","0"
"226000","40","0","0","0","0"
"227000","40","0","0","0","0"
"228000","40","0","0","0","0"
"229000","40","0","0","0","0"
"230000","40","0","0","0","0"
"231000","40","0","0","0","0"
"232000","40","0","0","0","0"
"233000","40","0","0","0","0"
"234000","40","0","0","0","0"
"235000","40","0","0","0","0"
"236000","40","0","0","0","0"
"237000","40","0","0","0","0"
"238000","40","0","0","0","0"
"239000","40","0","0","0","0"
"240000","40","0","0","0","0"
"241000","40","0","0","0","0"
"242000","40","0","0","0","0"
"243000","40","0","0","0","0"
"244000","40","0","0","0","0"
"245000","40","0","0","0","0"
"246000","40","0","0","0","0"
"247000","40","0","0","0","0"
"248000","40","0","0","0","0"
"249000","40","0","0","0","0"
"250000","40","0","0","0","0"
"251000","40","0","0","0","0"
"252000","40","0","0","0","0"
"253000","40","0","0","0","0"
"254000","40","0","0","0","0"
"255000","40","0","0","0","0"
"256000","40","0","0","0","0"
"257000","40","0","0","0","0"
"258000","40","0","0","0","0"
"259000","40","0","0","0","0"
"260000","40","0","0","0","0"
"261000","40","0","0","0","0"
"262000","40","0","0","0","0"
"263000","40","0","0","0","0"
"264000","40","0","0","0","0"
"265000","40","0","0","0","0"
"266000","40","0","0","0","0"
"267000","40","0","0","0","0"
"268000","40","0","0","0","0"
"269000","40","0","0","0","0"
"270000","40","0","0","0","0"
"271000","40","0","0","0","0"
"272000","40","0","0","0","0"
"273000","40","0","0","0","0"
"274000","40","0","0","0","0"
"275000","40","0","0","0","0"
"276000","40","0","0","0","0"
"277000","40","0","0","0","0"
"278000","40","0","0","0","0"
"279000","40","0","0","0","0"
"280000","40","0","0","0","0"
"281000","40","0","0","0","0"
"282000","40","0","0","0","0"
"283000","40","0","0","0","0"
"284000","40","0","0","0","0"
"285000","40","0","0","0","0"
"286000","40","0","0","0","0"
"287000","40","0","0","0","0"
"288000","40","0","0","0","0"
"289000","40","0","0","0","0"
"290000","40","0","0","0","0"
"291000","40","0","0","0","0"
"292000","40","0","0","0","0"
"293000","40","0","0","0","0"
"294000","40","0","0","0","0"
"295000","40","0","0","0","0"
"296000","40","0","0","0","0"
"297000","40","0","0","0","0"
"298000","40","0","0","0","0"
"299000","40","0","0","0","0"
"300000","40","0","0","0","0"
"301000","40","0","0","0","0"
"302000","40","0","0","0","0"
"303000","40","0","0","0","0"
"304000","40","0","0","0","0"
"305000","40","0","0","0","0"
"306000","40","0","0","0","0"
"307000","40","0","0","0","0"
"308000","40","0","0","0","0"
"309000","40","0","0","0","0"
"310000","40","0","0","0","0"
"311000","40","0","0","0","0"
"312000","40","0","0","0","0"
"313000","40","0","0","0","0"
"314000","40","0","0","0","0"
"315000","40","0","0","0","0"
"316000","40","0","0","0","0"
"317000","40","0","0","0","0"
"318000","40","0","0","0","0"
"319000","40","0","0","0","0"
"320000","40","0","0","0","0"
"321000","40","0","0","0","0"
"322000","40","0","0","0","0"
"323000","40","0","0","0","0"
"324000","40","0","0","0","0"
"325000","40","0","0","0","0"
"326000","40","0","0","0","0"
"327000","40","0","0","0","0"
"328000","40","0","0","0","0"
"329000","40","0","0","0","0"
"330000","40","0","0","0","0"
"331000","40","0","0","0","0"
"332000","40","0","0","0","0"
"333000","40","0","0","0","0"
"334000","40","0","0","0","0"
"335000","40","0","0","0","0"
"336000","40","0","0","0","0"
"337000","40","0","0","0","0"
"338000","40","0","0","0","0"
"339000","40","0","0","0","0"
"340000","40","0","0","0","0"
"341000","40","0","0","0","0"
"342000","40","0","0","0","0"
"343000","40","0","0","0","0"
"344000","40","0","0","0","0"
"345000","40","0","0","0","0"
"346000","40","0","0","0","0"
"347000","40","0","0","0","0"
"348000","40","0","0","0","0"
"349000","40","0","0","0","0"
"350000","40","0","0","0","0"
"351000","40","0","0","0","0"
"352000","40","0","0","0","0"
"353000","40","0","0","0","0"
"354000","40","0","0","0","0"
"355000","40","0","0","0","0"
"356000","40","0","0","0","0"
"357000","40","0","0","0","0"
"358000","40","0","0","0","0"
"359000","40","0","0","0","0"
"360000","40","0","0","0","0"
"361000","40","0","0","0","0"
"362000","40","0","0","0","0"
"363000","40","0","0","0","0"
"364000","40","0","0","0","0"
"365000","40","0","0","0","0"
"366000","40","0","0","0","0"
"367000","40","0","0","0","0"
"368000","40","0","0","0","0"
"369000","40","0","0","0","0"
"370000","40","0","0","0","0"
"371000","40","0","0","0","0"
"372000","40","0","0","0","0"
"373000","40","0","0","0","0"
"374000","40","0","0","0","0"
"375000","40","0","0","0","0"
"376000","40","0","0","0","0"
"377000","40","0","0","0","0"
"378000","40","0","0","0","0"
"379000","40","0","0","0","0"
"380000","40","0","0","0","0"
"381000","40","0","0","0","0"
"382000","40","0","0","0","0"
"383000","40","0","0","0","0"
"384000","40","0","0","0","0"
"385000","40","0","0","0","0"
"386000","40","0","0","0","0"
"387000","40","0","0","0","0"
"388000","40","0","0","0","0"
"389000","40","0","0","0","0"
"390000","40","0","0","0","0"
"391000","40","0","0","0","0"
"392000","40","0","0","0","0"
"393000","40","0","0","0","0"
"394000","40","0","0","0","0"
"395000","40","0","0","0","0"
"396000","40","0","0","0","0"
"397000","40","0","0","0","0"
"398000","40","0","0","0","0"
"399000","40","0","0","0","0"
"400000","40","0","0","0","0"
"401000","40","0","0","0","0"
"402000","40","0","0","0","0"
"403000","40","0","0","0","0"
"404000","40","0","0","0","0"
"405000","40","0","0","0","0"
"406000","40","0","0","0","0"
"407000","40","0","0","0","0"
"408000","40","0","0","0","0"
"409000","40","0","0","0","0"
"410000","40","0","0","0","0"
"411000","40","0","0","0","0"
"412000","40","0","0","0","0"
"413000","40","0","0","0","0"
"414000","40","0","0","0","0"
"415000","40","0","0","0","0"
"416000","40","0","0","0","0"
"417000","40","0","0","0","0"
"418000","40","0","0","0","0"
"419000","40","0","0","0","0"
"420000","40","0","0","0","0"
"421000","40","0","0","0","0"
"422000","40","0","0","0","0"
"423000","40","0","0","0","0"
"424000","40","0","0","0","0"
"425000","40","0","0","0","0"
"426000","40","0","0","0","0"
"427000","40","0","0","0","0"
"428000","40","0","0","0","0"
"429000","40","0","0","0","0"
"430000","40","0","0","0","0"
"431000","40","0","0","0","0"
"432000","40","0","0","0","0"
"433000","40","0","0","0","0"
"434000","40","0","0","0","0"
"435000","40","0","0","0","0"
"436000","40","0","0","0","0"
"437000","40","0","0","0","0"
"438000","40","0","0","0","0"
"439000","40","0","0","0","0"
"440000","40","0","0","0","0"
"441000","40","0","0","0","0"
"442000","40","0","0","0","0"
"443000","40","0","0","0","0"
"444000","40","0","0","0","0"
"445000","40","0","0","0","0"
"446000","40","0","0","0","0"
"447000","40","0","0","0","0"
"448000","40","0","0","0","0"
"449000","40","0","0","0","0"
"450000","40","0","0","0","0"
"451000","40","0","0","0","0"
"452000","40","0","0","0","0"
"453000","40","0","0","0","0"
"454000","40","0","0","0","0"
"455000","40","0","0","0","0"
"456000","40","0","0","0","0"
"457000","40","0","0","0","0"
"458000","40","0","0","0","0"
"459000","40","0","0","0","0"
"460000","40","0","0","0","0"
"461000","40","0","0","0","0"
"462000","40","0","0","0","0"
"463000","40","0","0","0","0"
"464000","40","0","0","0","0"
"465000","40","0","0","0","0"
"466000","40","0","0","0","0"
"467000","40","0","0","0","0"
"468000","40","0","0","0","0"
"469000","40","0","0","0","0"
"470000","40","0","0","0","0"
"471000","40","0","0","0","0"
"472000","40","0","0","0","0"
"473000","40","0","0","0","0"
"474000","40","0","0","0","0"
"475000","40","0","0","0","0"
"476000","40","0","0","0","0"
"477000","40","0","0","0","0"
"478000","40","0","0","0","0"
"479000","40","0","0","0","0"
"480000","40","0","0","0","0"
"481000","40","0","0","0","0"
"482000","40","0","0","0","0"
"483000","40","0","0","0","0"
"484000","40","0","0","0","0"
"485000","40","0","0","0","0"
"486000","40","0","0","0","0"
"487000","40","0","0","0","0"
"488000","40","0","0","0","0"
"489000","40","0","0","0","0"
"490000","40","0","0","0","0"
"491000","40","0","0","0","0"
"492000","40","0","0","0","0"
"493000","40","0","0","0","0"
"494000","40","0","0","0","0"
"495000","40","0","0","0","0"
"496000","40","0","0","0","0"
"497000","40","0","0","0","0"
"498000","40","0","0","0","0"
"499000","40","0","0","0","0"
"500000","40","0","0","0","0"
"501000","40","0","0","0","0"
"502000","40","0","0","0","0"
"503000","40","0","0","0","0"
"504000","40","0","0","0","0"
"505000","40","0","0","0","0"
"506000","40","0","0","0","0"
"507000","40","0","0","0","0"
"508000","40","0","0","0","0"
"509000","40","0","0","0","0"
"510000","40","0","0","0","0"
"511000","40","0","0","0","0"
"512000","40","0","0","0","0"
"513000","40","0","0","0","0"
"514000","40","0","0","0","0"
"515000","40","0","0","0","0"
"516000","40","0","0","0","0"
"517000","40","0","0","0","0"
"518000","40","0","0","0","0"
"519000","40","0","0","0","0"
"520000","40","0","0","0","0"
"521000","40","0","0","0","0"
"522000","40","0","0","0","0"
"523000","40","0","0","0","0"
"524000","40","0","0","0","0"
"525000","40","0","0","0","0"
"526000","40","0","0","0","0"
"527000","40","0","0","0","0"
"528000","40","0","0","0","0"
"529000","40","0","0","0","0"
"530000","40","0","0","0","0"
"531000","40","0","0","0","0"
"532000","40","0","0","0","0"
"533000","40","0","0","0","0"
"534000","40","0","0","0","0"
"535000","40","0","0","0","0"
"536000","40","0","0","0","0"
"537000","40","0","0","0","0"
"538000","40","0","0","0","0"
"539000","40","0","0","0","0"
"540000","40","0","0","0","0"
"541000","40","0","0","0","0"
"542000","40","0","0","0","0"
"543000","40","0","0","0","0"
"544000","40","0","0","0","0"
"545000","40","0","0","0","0"
"546000","40","0","0","0","0"
"547000","40","0","0","0","0"
"548000","40","0","0","0","0"
"549000","40","0","0","0","0"
"550000","40","0","0","0","0"
"551000","40","0","0","0","0"
"552000","40","0","0","0","0"
"553000","40","0","0","0","0"
"554000","40","0","0","0","0"
"555000","40","0","0","0","0"
"556000","40","0","0","0","0"
"557000","40","0","0","0","0"
"558000","40","0","0","0","0"
"559000","40","0","0","0","0"
"560000","40","0","0","0","0"
"561000","40","0","0","0","0"
"562000","40","0","0","0","0"
"563000","40","0","0","0","0"
"564000","40","0","0","0","0"
"565000","40","0","0","0","0"
"566000","40","0","0","0","0"
"567000","40","0","0","0","0"
"568000","40","0","0","0","0"
"569000","40","0","0","0","0"
"570000","40","0","0","0","0"
"571000","40","0","0","0","0"
"572000","40","0","0","0","0"
"573000","40","0","0","0","0"
"574000","40","0","0","0","0"
"575000","40","0","0","0","0"
"576000","40","0","0","0","0"
"577000","40","0","0","0","0"
"578000","40","0","0","0","0"
"579000","40","0","0","0","0"
"580000","40","0","0","0","0"
"581000","40","0","0","0","0"
"582000","40","0","0","0","0"
"583000","40","0","0","0","0"
"584000","40","0","0","0","0"
"585000","40","0","0","0","0"
"586000","40","0","0","0","0"
"587000","40","0","0","0","0"
"588000","40","0","0","0","0"
"589000","40","0","0","0","0"
"590000","40","0","0","0","0"
"591000","40","0","0","0","0"
"592000","40","0","0","0","0"
"593000","40","0","0","0","0"
"594000","40","0","0","0","0"
"595000","40","0","0","0","0"
"596000","40","0","0","0","0"
"597000","40","0","0","0","0"
"598000","40","0","0","0","0"
"599000","40","0","0","0","0"
"600000","40","0","0","0","0"
"601000","40","0","0","0","0"
"602000","40","0","0","0","0"
"603000","40","0","0","0","0"
"604000","40","0","0","0","0"
"605000","40","0","0","0","0"
"606000","40","0","0","0","0"
"607000","40","0","0","0","0"
"608000","40","0","0","0","0"
"609000","40","0","0","0","0"
"610000","40","0","0","0","0"
"611000","40","0","0","0","0"
"612000","40","0","0","0","0"
"613000","40","0","0","0","0"
"614000","40","0","0","0","0"
"615000","40","0","0","0","0"
"616000","40","0","0","0","0"
"617000","40","0","0","0","0"
"618000","40","0","0","0","0"
"619000","40","0","0","0","0"
"620000","40","0","0","0","0"
"621000","40","0","0","0","0"
"622000","40","0","0","0","0"
"623000","40","0","0","0","0"
"624000","40","0","0","0","0"
"625000","40","0","0","0","0"
"626000","40","0","0","0","1"
"627000","40","0","0","0","1"
"628000","40","0","0","0","1"
"629000","40","0","0","0","1"
"630000","40","0","0","0","1"
"631000","40","0","0","0","1"
"632000","40","0","0","0","1"
"633000","40","0","0","0","1"
"634000","40","0","0","0","1"
"635000","40","0","0","0","1"
"636000","40","0","0","0","1"
"637000","40","0","0","0","1"
"638000","40","0","0","0","1"
"639000","40","0","0","0","1"
"640000","40","0","0","0","1"
"641000","40","0","0","0","1"
"642000","40","0","0","0","1"
"643000","40","0","0","0","1"
"644000","40","0","0","0","1"
"645000","40","0","0","0","1"
"646000","40","0","0","0","1"
"647000","40","0","0","0","1"
"648000","40","0","0","0","1"
"649000","40","0","0","0","1"
"650000","40","0","0","0","1"
"651000","40","0","0","0","1"
"652000","40","0","0","0","1"
"653000","40","0","0","0","1"
"654000","40","0","0","0","1"
"655000","40","0","0","0","1"
"656000","40","0","0","0","1"
"657000","40","0","0","0","1"
"658000","40","0","0","0","1"
"659000","40","0","0","0","1"
"660000","40","0","0","0","1"
"661000","40","0","0","0","1"
"662000","40","0","0","0","1"
"663000","40","0","0","0","1"
"664000","40","0","0","0","1"
"665000","40","0","0","0","1"
"666000","40","0","0","0","1"
"667000","40","0","0","0","1"
"668000","40","0","0","0","1"
"669000","40","0","0","0","1"
"670000","40","0","0","0","1"
"671000","40","0","0","0","1"
"672000","40","0","0","0","1"
"673000","40","0","0","0","1"
"674000","40","0","0","0","1"
"675000","40","0","0","0","1"
"676000","40","0","0","0","1"
"677000","40","0","0","0","1"
"678000","40","0","0","0","1"
"679000","40","0","0","0","1"
"680000","40","0","0","0","1"
"681000","40","0","0","0","1"
"682000","40","0","0","0","1"
"683000","40","0","0","0","1"
"684000","40","0","0","0","1"
"685000","40","0","0","0","1"
"686000","40","0","0","0","1"
"687000","40","0","0","0","1"
"688000","40","0","0","0","1"
"689000","40","0","0","0","1"
"690000","40","0","0","0","1"
"691000","40","0","0","0","1"
"692000","40","0","0","0","1"
"693000","40","0","0","0","1"
"694000","40","0","0","0","1"
"695000","40","0","0","0","1"
"696000","40","0","0","0","1"
"697000","40","0","0","0","1"
"698000","40","0","0","0","1"
"699000","40","0","0","0","1"
"700000","40","0","0","0","1"
"701000","40","0","0","0","1"
"702000","40","0","0","0","1"
"703000","40","0","0","0","1"
"704000","40","0","0","0","1"
"705000","40","0","0","0","1"
"706000","40","0","0","0","1"
"707000","40","0","0","0","1"
"708000","40","0","0","0","1"
"709000","40","0","0","0","1"
"710000","40","0","0","0","1"
"711000","40","0","0","0","1"
"712000","40","0","0","0","1"
"713000","40","0","0","0","1"
"714000","40","0","0","0","1"
"715000","40","0","0","0","1"
"716000","40","0","0","0","1"
"717000","40","0","0","0","1"
"718000","40","0","0","0","1"
"719000","40","0","0","0","1"
"720000","40","0","0","0","1"
"721000","40","0","0","0","1"
"722000","40","0","0","0","1"
"723000","40","0","0","0","1"
"724000","40","0","0","0","1"
"725000","40","0","0","0","1"
"726000","40","0","0","0","1"
"727000","40","0","0","0","1"
"728000","40","0","0","0","1"
"729000","40","0","0","0","1"
"730000","40","0","0","0","1"
"731000","40","0","0","0","1"
"732000","40","0","0","0","1"
"733000","40","0","0","0","1"
"734000","40","0","0","0","1"
"735000","40","0","0","0","1"
"736000","40","0","0","0","1"
"737000","40","0","0","0","1"
"738000","40","0","0","0","1"
"739000","40","0","0","0","1"
"740000","40","0","0","0","1"
"741000","40","0","0","0","1"
"742000","40","0","0","0","1"
"743000","40","0","0","0","1"
"744000","40","0","0","0","1"
"745000","40","0","0","0","1"
"746000","40","0","0","0","1"
"747000","40","0","0","0","1"
"748000","40","0","0","0","1"
"749000","40","0","0","0","1"
"750000","40","0","0","0","1"
"751000","40","0","0","0","1"
"752000","40","0","0","0","1"
"753000","40","0","0","0","1"
"754000","40","0","0","0","1"
"755000","40","0","0","0","1"
"756000","40","0","0","0","1"
"757000","40","0","0","0","1"
"758000","40","0","0","0","1"
"759000","40","0","0","0","1"
"760000","40","0","0","0","1"
"761000","40","0","0","0","1"
"762000","40","0","0","0","1"
"763000","40","0","0","0","1"
"764000","40","0","0","0","1"
"765000","40","0","0","0","1"
"766000","40","0","0","0","1"
"767000","40","0","0","0","1"
"768000","40","0","0","0","1"
"769000","40","0","0","0","1"
"770000","40","0","0","0","1"
"771000","40","0","0","0","1"
"772000","40","0","0","0","1"
"773000","40","0","0","0","1"
"774000","40","0","0","0","1"
"775000","40","0","0","0","1"
"776000","40","0","0","0","1"
"777000","40","0","0","0","1"
"778000","40","0","0","0","1"
"779000","40","0","0","0","1"
"780000","40","0","0","0","1"
"781000","40","0","0","0","1"
"782000","40","0","0","0","1"
"783000","40","0","0","0","1"
"784000","40","0","0","0","1"
"785000","40","0","0","0","1"
"786000","40","0","0","0","1"
"787000","40","0","0","0","1"
"788000","40","0","0","0","1"
"789000","40","0","0","0","1"
"790000","40","0","0","0","1"
"791000","40","0","0","0","1"
"792000","40","0","0","0","1"
"793000","40","0","0","0","1"
"794000","40","0","0","0","1"
"795000","40","0","0","0","1"
"796000","40","0","0","0","1"
"797000","40","0","0","0","1"
"798000","40","0","0","0","1"
"799000","40","0","0","0","1"
"800000","40","0","0","0","1"
"801000","40","0","0","0","1"
"802000","40","0","0","0","1"
"803000","40","0","0","0","1"
"804000","40","0","0","0","1"
"805000","40","0","0","0","1"
"806000","40","0","0","0","1"
"807000","40","0","0","0","1"
"808000","40","0","0","0","1"
"809000","40","0","0","0","1"
"810000","40","0","0","0","1"
"811000","40","0","0","0","1"
"812000","40","0","0","0","1"
"813000","40","0","0","0","1"
"814000","40","0","0","0","1"
"815000","40","0","0","0","1"
"816000","40","0","0","0","1"
"817000","40","0","0","0","1"
"818000","40","0","0","0","1"
"819000","40","0","0","0","1"
"820000","40","0","0","0","1"
"821000","40","0","0","0","1"
"822000","40","0","0","0","1"
"823000","40","0","0","0","1"
"824000","40","0","0","0","1"
"825000","40","0","0","0","1"
"826000","40","0","0","0","1"
"827000","40","0","0","0","1"
"828000","40","0","0","0","1"
"829000","40","0","0","0","1"
"830000","40","0","0","0","1"
"831000","40","0","0","0","1"
"832000","40","0","0","0","1"
"833000","40","0","0","0","1"
"834000","40","0","0","0","1"
"835000","40","0","0","0","1"
"836000","40","0","0","0","1"
"837000","40","0","0","0","1"
"838000","40","0","0","0","1"
"839000","40","0","0","0","1"
"840000","40","0","0","0","1"
"841000","40","0","0","0","1"
"842000","40","0","0","0","1"
"843000","40","0","0","0","1"
"844000","40","0","0","0","1"
"845000","40","0","0","0","1"
"846000","40","0","0","0","1"
"847000","40","0","0","0","1"
"848000","40","0","0","0","1"
"849000","40","0","0","0","1"
"850000","40","0","0","0","1"
"851000","40","0","0","0","1"
"852000","40","0","0","0","1"
"853000","40","0","0","0","1"
"854000","40","0","0","0","1"
"855000","40","0","0","0","1"
"856000","40","0","0","0","1"
"857000","40","0","0","0","1"
"858000","40","0","0","0","1"
"859000","40","0","0","0","1"
"860000","40","0","0","0","1"
"861000","40","0","0","0","1"
"862000","40","0","0","0","1"
"863000","40","0","0","0","1"
"864000","40","0","0","0","1"
"865000","40","0","0","0","1"
"866000","40","0","0","0","1"
"867000","40","0","0","0","1"
"868000","40","0","0","0","1"
"869000","40","0","0","0","1"
"870000","40","0","0","0","1"
"871000","40","0","0","0","1"
"872000","40","0","0","0","1"
"873000","40","0","0","0","1"
"874000","40","0","0","0","1"
"875000","40","0","0","0","1"
"876000","40","0","0","0","1"
"877000","40","0","0","0","1"
"878000","40","0","0","0","1"
"879000","40","0","0","0","1"
"880000","40","0","0","0","1"
"881000","40","0","0","0","1"
"882000","40","0","0","0","1"
"883000","40","0","0","0","1"
"884000","40","0","0","0","1"
"885000","40","0","0","0","1"
"886000","40","0","0","0","1"
"887000","40","0","0","0","1"
"888000","40","0","0","0","1"
"889000","40","0","0","0","1"
"890000","40","0","0","0","1"
"891000","40","0","0","0","1"
"892000","40","0","0","0","1"
"893000","40","0","0","0","1"
"894000","40","0","0","0","1"
"895000","40","0","0","0","1"
"896000","40","0","0","0","1"
"897000","40","0","0","0","1"
"898000","40","0","0","0","1"
"899000","40","0","0","0","1"
"900000","40","0","0","0","1"
"901000","40","0","0","0","1"
"902000","40","0","0","0","1"
"903000","40","0","0","0","1"
"904000","40","0","0","0","1"
"905000","40","0","0","0","1"
"906000","40","0","0","0","1"
"907000","40","0","0","0","1"
"908000","40","0","0","0","1"
"909000","40","0","0","0","1"
"910000","40","0","0","0","1"
"911000","40","0","0","0","1"
"912000","40","0","0","0","1"
"913000","41","0","0","0","1"
"914000","41","0","0","0","1"
"915000","42","0","0","0","1"
"916000","42","0","0","0","1"
"917000","42","0","0","0","1"
"918000","42","0","0","0","1"
"919000","42","0","0","0","1"
"920000","42","0","0","0","1"
"921000","42","0","0","0","1"
"922000","43","0","0","0","1"
