"NUM_DEPOTS","NUM_TAXIS","NUM_CUSTOMERS","NUM_CHARGING_STATIONS","NUM_CHARGING_LOCATIONS","NUM_WAITING_SPOTS","SERVICE_DURATION","TAXI_CAPACITY","DEPOT_CAPACITY","TICKS_AT_LOCATION","TOTAL_BATTERY_CAPACITY","RATE_OF_CHARGE","SPEED_UP","MAX_CAPACITY","NEW_CUSTOMER_PROB"
"1","20","10","5","20","3","60000","10","100","1000","20000","100","4","3","0.005"
